dcas_ipis_uid,field,old_value,new_value,editor,date,notes
70c23f99e0acf60ef0330a0dbd4420f5,PARCELNAME,FD ROOSEVELT BOARDWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
fcf6cd74ceab6e3bac8123bb71f412d6,PARCELNAME,FD ROOSEVELT BOARDWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
3d3b5ea2ba637b1a8797ec3df9ec3b30,PARCELNAME,FD ROOSEVELT BOARKWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
c55efa67d77bc670c287c50585054c18,PARCELNAME,FD ROOSEVELT BROADWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
005956239ada2c0276164c3a85dbffa1,PARCELNAME,FIELD OFFICE-MANHATTAN FAMILY CT DIVN,FIELD OFFICE-MANHATTAN FAMILY COURT DIVISION,Lynn,2021/6/2,
20bdb82f714d5a83945f86bd8230f2fe,PARCELNAME,FIELD OFFICE-MANHATTAN FAMILY CT DIVN,FIELD OFFICE-MANHATTAN FAMILY COURT DIVISION,Lynn,2021/6/2,
2942a7012ab85686069f257e7bb44bec,PARCELNAME,FIELD OFFICE-MANHATTAN FAMILY CT DIVN,FIELD OFFICE-MANHATTAN FAMILY COURT DIVISION,Lynn,2021/6/2,
2a770b277b89f57279fc32f2ef265a1d,PARCELNAME,FIELD OFFICE-MANHATTAN FAMILY CT DIVN,FIELD OFFICE-MANHATTAN FAMILY COURT DIVISION,Lynn,2021/6/2,
457b6c6da98655493241170bbf5ea3b8,PARCELNAME,FIELD OFFICE-MANHATTAN FAMILY CT DIVN,FIELD OFFICE-MANHATTAN FAMILY COURT DIVISION,Lynn,2021/6/2,
4fee14817a9e070fdfcd13544e7c2693,PARCELNAME,FIELD OFFICE-MANHATTAN FAMILY CT DIVN,FIELD OFFICE-MANHATTAN FAMILY COURT DIVISION,Lynn,2021/6/2,
615526fa6c263e874b70b3f6866721bc,PARCELNAME,FIELD OFFICE-MANHATTAN FAMILY CT DIVN,FIELD OFFICE-MANHATTAN FAMILY COURT DIVISION,Lynn,2021/6/2,
6edfa59764484756ab0f5cf6d723b3fa,PARCELNAME,FIELD OFFICE-MANHATTAN FAMILY CT DIVN,FIELD OFFICE-MANHATTAN FAMILY COURT DIVISION,Lynn,2021/6/2,
f29b3c83026b092e227b0589d82c9df7,PARCELNAME,FIELD OFFICE-MANHATTAN FAMILY CT DIVN,FIELD OFFICE-MANHATTAN FAMILY COURT DIVISION,Lynn,2021/6/2,
f4b50d857a895ccd9669316cd34e5843,PARCELNAME,FIELD OFFICE-MANHATTAN FAMILY CT DIVN,FIELD OFFICE-MANHATTAN FAMILY COURT DIVISION,Lynn,2021/6/2,
6200fe0b3999d60730efdcc87e79b08c,PARCELNAME,FORMER J.KURTZ  AND SONS STORE BLD,FORMER J.KURTZ  AND SONS STORE BUILDING,Lynn,2021/6/2,
04f34c5b2ecddc66e6c8a9a9aa212ad3,PARCELNAME,FORMERLY PIERS 19  20 AND 21,"FORMERLY PIERS 19, 20 AND 21",Lynn,2021/6/2,
61df7a2510c8aa82b2eaf0a5f8f4f17e,PARCELNAME,FORMERLY PIERS 19  20 AND 21,"FORMERLY PIERS 19, 20 AND 21",Lynn,2021/6/2,
42a4157eade64f81c23d637a5c14f86b,PARCELNAME,FORT WASH REGIONAL BRANCH LIBRARY,FORT WASHINGTON REGIONAL BRANCH LIBRARY,Lynn,2021/6/2,
1fb7ac7000fed3578de0b592058c3983,PARCELNAME,FUT GATEWAY PK/ATLANTIC AVENUE EXT,FUTURE GATEWAY PARK/ATLANTIC AVENUE EXTENSION,Lynn,2021/6/2,
1befa2ecca9e44b849afc7a21252f40b,PARCELNAME,FUT GATEWAY PK/ATLANTIC AVENUE EXT,FUTURE GATEWAY PARK/ATLANTIC AVENUE EXTENSION,Lynn,2021/6/2,
12a62bf5bc0f043f2e614ec663ec6ef1,PARCELNAME,FUT GATEWAY PK/ATLANTIC AVENUE ROW,FUTURE GATEWAY PARK/ATLANTIC AVENUE RIGHT OF WAY,Lynn,2021/6/2,
14b5bc525dd4862d02afbf647605b8bb,PARCELNAME,FUT GATEWAY PK/ATLANTIC AVENUE ROW,FUTURE GATEWAY PARK/ATLANTIC AVENUE RIGHT OF WAY,Lynn,2021/6/2,
28659fe4309168c1a36177c1d89c1396,PARCELNAME,FUT GATEWAY PK/ATLANTIC AVENUE ROW,FUTURE GATEWAY PARK/ATLANTIC AVENUE RIGHT OF WAY,Lynn,2021/6/2,
23761c83503e2c7e3197b1d9de71c9b7,PARCELNAME,GEO WASHTN HOUSES/BLAKE HOBBS PARK,GEORGE WASHINGTON HOUSES/BLAKE HOBBS PARK,Lynn,2021/6/2,
ed5cda288ada02fc95edf958b157f431,PARCELNAME,GEO WASHTN HOUSES/BLAKE HOBBS PARK,GEORGE WASHINGTON HOUSES/BLAKE HOBBS PARK,Lynn,2021/6/2,
eecaaf72233dce9657a0d1dac3883c76,PARCELNAME,GEORGE WASHINGTON HS AND AF,GEORGE WASHINGTON HS AND ATHLETIC FIELD,Lynn,2021/6/2,
5a36b0967c71ca2fff4fcb6da29f6d74,PARCELNAME,GLENMORE HENDRIX BL ASSOC GARDEN,GLENMORE HENDRIX BLOCK ASSOCIATION GARDEN,Lynn,2021/6/2,
b34e73ff28ee8ba8b17502da7c927627,PARCELNAME,GRANT HOUSES AND J ROBINSON SC,GRANT HOUSES AND J ROBINSON SENIOR CENTER,Lynn,2021/6/2,
e96804b58d66e2e5481ad8b4591af316,PARCELNAME,GREENE AVENUE UNITED NGHBD PARK,GREENE AVENUE UNITED NEIGHBORHOOD PARK,Lynn,2021/6/2,
651bbb8630ffb117ad09c5909b390544,PARCELNAME,GROVER CLEVELAND HS AND ATHL FLD,GROVER CLEVELAND HS AND ATHLETIC FIELD,Lynn,2021/6/2,
2d78d61e48457aafa98f96dc8a61de61,PARCELNAME,GW PLAYGROUND CHERRY TREE PARK,GEORGE WASHINGTON PLAYGROUND CHERRY TREE PARK,Lynn,2021/6/2,
ef444fcc75a288df165ac91e331caaf2,PARCELNAME,H. LEHMAN HS-PLAYGROUND ATHLETIC FIELD,H. LEHMAN HS-PLAYGROUND/ATHLETIC FIELD,Lynn,2021/6/2,
2368cf7a15c278ffaa97b4c37de1282d,PARCELNAME,HAMILTON AVENUE TRANFER STATION,HAMILTON AVENUE TRANSFER STATION,Lynn,2021/6/2,
302467e1051b0a8adbedb76bba3ccb1d,PARCELNAME,HAMILTON AVENUE TRANFER STATION,HAMILTON AVENUE TRANSFER STATION,Lynn,2021/6/2,
8ba9eab3718f578089bf280dbcc8b996,PARCELNAME,HANSBOROUGH REC CENTER AND POOL,HANSBOROUGH RECREATION CENTER AND POOL,Lynn,2021/6/2,
f77eac307e54cd3c8a7890734c8aded4,PARCELNAME,HAWKINS SITTING AREA/CTY IS PARK,HAWKINS SITTING AREA/CITY ISLAND PARK,Lynn,2021/6/2,
131108541fe0775973b2797e41f0bfd4,PARCELNAME,HIGH SCHOOL OF HEALTH AND HUMAN,HS FOR HEALTH PROFESSIONS AND HUMAN SERVICES,Lynn,2021/6/2,
022f0e7d78e98b72b7db44bc04373e8a,PARCELNAME,HIGHBRIDGE REHAB (ANDERSON AVENUE,HIGHBRIDGE REHAB (ANDERSON AVENUE),Lynn,2021/6/2,
e660dc3d1e899f9ea0dd9b3d8b701966,PARCELNAME,HINSDALE YARD BROOKLYN WMS SHLTR,HINSDALE YARD BROOKLYN WOMEN'S SHELTER,Lynn,2021/6/2,
b0a33dbea51cb9e59f2506644aaa22db,PARCELNAME,HORIZON JUVJ CTR/NYPD 40TH PRECINCT,HORIZON JUVENILE JUSTICE CENTER/NYPD 40TH PRECINCT STATION  CENTER,Lynn,2021/6/2,
2093724823b275fe0a21bfcbe0dcb128,PARCELNAME,HS FOR LAW ENF. AND PUB. SAFETY,HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY,Lynn,2021/6/2,
263687d260755f11bedcb144e22dea68,PARCELNAME,HS GRAPHIC COMM ARTS AND PARK,HS GRAPHIC COMMUNICATION ARTS AND PARK,Lynn,2021/6/2,
5024eb951f3fe4a32d14f03dca300cee,PARCELNAME,HS GRAPHIC COMM ARTS AND PARK,HS GRAPHIC COMMUNICATION ARTS AND PARK,Lynn,2021/6/2,
6919afecf4b39a333a69b652c3638905,PARCELNAME,HS OF TEACHING  LIB ARTS AND SCI,"HS OF TEACHING , LIBERAL ARTS AND THE SCIENCES",Lynn,2021/6/2,
be4bd08b78a764b5b0ab6e8705907ed1,PARCELNAME,HUNTER COLLEGE ELEM AND HS,HUNTER COLLEGE ELEMENTARY AND HS,Lynn,2021/6/2,
946b6a25f6efad868a2df8ed9fc6e7a0,PARCELNAME,"IND 10  ST. SUBSTATION ""F"" R.O.W","IND 10  ST. SUBSTATION ""F"" RIGHT OF WAY",Lynn,2021/6/2,
02c3451265083ac5c0d0657b941eae33,PARCELNAME,IND 8TH AVENUE ROW AND VENT,IND 8TH AVENUE RIGHT OF WAY AND VENT,Lynn,2021/6/2,
79fd1c1293fa4cc81ecda21550992665,PARCELNAME,IND 8TH AVENUE ROW AND VENT,IND 8TH AVENUE RIGHT OF WAY AND VENT,Lynn,2021/6/2,
7cde287583857140e1e390f70f967238,PARCELNAME,IND 8TH AVENUE ROW AND VENT,IND 8TH AVENUE RIGHT OF WAY AND VENT,Lynn,2021/6/2,
78efea396bf3470aa7806857c2f18986,PARCELNAME,IND PROSPECT PKWY AND CONEY IS,IND PROSPECT PARKWAY AND CONEY ISLAND,Lynn,2021/6/2,
47b72d11b379207ef3007bc4012515d4,PARCELNAME,INTRSECTION 19TH AVENUE AND 19TH RD,INTERSECTION 19TH AVENUE AND 19TH ROAD,Lynn,2021/6/2,
615a6a5348f4c22c29db2bf77656b66f,PARCELNAME,INTRSECTION 19TH AVENUE AND 19TH RD,INTERSECTION 19TH AVENUE AND 19TH ROAD,Lynn,2021/6/2,
83ce4600379c5457e900b75fb356327a,PARCELNAME,INTRSECTION 58TH AVE/GRAND AVENUE,INTERSECTION 58TH AVENUE AND GRAND AVENUE,Lynn,2021/6/2,
4b173e28ead69bcbdcfa26bc1eb8227e,PARCELNAME,IRT B'WAY AND W. 143 ST. SUBSTATION,IRT BROADWAY AND W. 143 ST. SUBSTATION,Lynn,2021/6/2,
b6e3c6a1c7751a3b6140c4106678cbdf,PARCELNAME,IRT DRYRE AVENUE LINE R.O.W,IRT DRYE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
10067fc47a1ce168c5ce01a7ea2ad806,PARCELNAME,IRT DYRE AVENUE KUBE R.O.W,IRT DYRE AVENUE TUBE RIGHT OF WAY,Lynn,2021/6/2,
0b3f4ec544f10e65fa1e7ead779f61aa,PARCELNAME,IRT DYRE AVENUE LI NE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
4eb802e6b7c81e51e63920bde8939c1b,PARCELNAME,IRT DYRE AVENUE LINE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
f04a9af12bcbafb68c753f2676734add,PARCELNAME,IRT DYRE AVENUE LINE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
9cbd915f2591be11ba5439f4ba9608f4,PARCELNAME,IRT DYRE AVENUE LINE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
fef80e0042f967bfd741d4c42d40cb30,PARCELNAME,IRT DYRE AVENUE LINE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
521f49933d39e37e86a412591aa0cd5f,PARCELNAME,IRT DYRE AVENUE LINE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
52dcb038102c5db86f30873c5a6883d9,PARCELNAME,IRT DYRE AVENUE LINE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
b70fd99efdc471b566b002aa53fc110e,PARCELNAME,IRT DYRE AVENUE LINE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
5a3f7f7ee35eebf6854b5e44ffb896fc,PARCELNAME,IRT DYRE AVENUE LINE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
0192aa9a73747a9bbec5ea966b0bb77a,PARCELNAME,IRT DYRE AVENUE LINE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
d1f3f4a119632feb3d50baa19ac5ab89,PARCELNAME,IRT DYRE AVENUE LINE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
5a9a36e0b6f3cd432fbad736f5ef8457,PARCELNAME,IRT DYRE AVENUE LINE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
c76881098d0e623bd8f1435f2ceaaa61,PARCELNAME,IRT DYRE AVENUE LINE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
0a253abc312cb330c88f939308c6cf05,PARCELNAME,IRT DYRE AVENUE LINE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
4e2b61783da2216c4c1cf28597133aae,PARCELNAME,IRT DYRE AVENUE LINE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
1818f0d0e17e796dee77a38cdf2da9a1,PARCELNAME,IRT DYRE AVENUE LINE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
fbeca0fd4ef6fbc51d303a16d57e4e0a,PARCELNAME,IRT DYRE AVENUE LINE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
d43dec09aa55220f2d64a2503f3bb48a,PARCELNAME,IRT DYRE AVENUE LINE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
d8563d42b47fba171b4804d49497d32c,PARCELNAME,IRT DYRE AVENUE LINE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
42b70641af9b9b908b1f8b40d8e717f2,PARCELNAME,IRT DYRE AVENUE LINE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
e650937972f61c04caecb1786b85fb39,PARCELNAME,IRT DYRE AVENUE LINE R.O.W,IRT DYRE AVENUE LINE RIGHT OF WAY,Lynn,2021/6/2,
bdd62d3aba9c96549bdaf93341682785,PARCELNAME,IRT DYRE AVENUE R.O.W,IRT DYRE AVENUE RIGHT OF WAY,Lynn,2021/6/2,
38f799bf16c8db6b69f7f3a76e70aae5,PARCELNAME,IRT ROW - #4 AND STATION,IRT RIGHT OF WAY - #4 AND STATION,Lynn,2021/6/2,
b11ff762394220e14783023a6592cd5d,PARCELNAME,JAMAICA CTR. FOR ARTS AND LEARN,JAMAICA CENTER FOR ARTS AND LEARNING,Lynn,2021/6/2,
574a3cfd3cbae8443244a9d94c7d0824,PARCELNAME,JEROME AVENUE IRT YDS,JEROME AVENUE IRT YARDS,Lynn,2021/6/2,
395f9dd7b425089e32a2345b133d42ce,PARCELNAME,JJ BYRNE MEM PARK,JJ BYRNE MEMORIAL PARK,Lynn,2021/6/2,
84cb506917816756c776b405027b8234,PARCELNAME,JOHN JAY PARK. AND  POOL,JOHN JAY PARK AND  POOL,Lynn,2021/6/2,
3945668f71a8d4c43ca9b63ba7c3e212,PARCELNAME,KINGSBOUGH COMM COLLEGE AND H.S,KINGSBOROUGH COMMUNITY COLLEGE AND H.S,Lynn,2021/6/2,
a81357dfabe4ea3b656c8f769578afe9,PARCELNAME,KINGSBOUGH COMM COLLEGE AND H.S,KINGSBOROUGH COMMUNITY COLLEGE AND H.S,Lynn,2021/6/2,
feb80b1750fe778dd76bbf2c22b991b7,PARCELNAME,KINGSBOUGH COMM COLLEGE AND H.S,KINGSBOROUGH COMMUNITY COLLEGE AND H.S,Lynn,2021/6/2,
02be780f0fd06c6f5ad84742ab8cbc55,PARCELNAME,KISSENA CORRIDOR PK/QUEENS BOT GD,KISSENA CORRIDOR PARK/QUEENS BOTANICAL GARDEN,Lynn,2021/6/2,
cbae01a205b2c19c31440db6c07058b4,PARCELNAME,KISSENA CORRIDOR PK/QUEENS BOT GD,KISSENA CORRIDOR PARK/QUEENS BOTANICAL GARDEN,Lynn,2021/6/2,
d27230effae50298ef7a885f04604a06,PARCELNAME,L.U.W 138-141ST ST AND E. RIVER,LAND UNDER WATER 138-141ST ST AND E. RIVER,Lynn,2021/6/2,
1888e19406e5272c8a56914681365a02,PARCELNAME,L.U.W UPLAND AND MARGINAL STREET,LAND UNDER WATER UPLAND AND MARGINAL STREET,Lynn,2021/6/2,
849eb8add92cf6caaa3a66837d0d36f9,PARCELNAME,L.U.W UPLAND AND MARGINAL STREET,LAND UNDER WATER UPLAND AND MARGINAL STREET,Lynn,2021/6/2,
abda8f0d8c30dfe24fcfdadb45166e94,PARCELNAME,L.U.W UPLAND AND MARGINAL STREET,LAND UNDER WATER UPLAND AND MARGINAL STREET,Lynn,2021/6/2,
f251400c4919b010afef09431f4c6447,PARCELNAME,L.U.W. BET E 42ND AND E 48 STS,LAND UNDER WATER BETWEEN E 42ND AND E 48 STS,Lynn,2021/6/2,
0048f02a6dc4ff458c8e866637890631,PARCELNAME,L.U.W. BET E.30 AND 34 STREETS,LAND UNDER WATER BETWEEN E.30 AND 34 STREETS,Lynn,2021/6/2,
058bd82b47c4d2b070cbf4c008d7a020,PARCELNAME,L.U.W. BET E.30 AND 34 STREETS,LAND UNDER WATER BETWEEN E.30 AND 34 STREETS,Lynn,2021/6/2,
1cdc5fcbe2944fdd9107f226ff561724,PARCELNAME,L.U.W. BUTTRICK AVENUE,LAND UNDER WATER BUTTRICK AVENUE,Lynn,2021/6/2,
54a9241f5e06834a60f0c909c7ac8670,PARCELNAME,L.U.W. HARLEM  AND HUDSON RIVERS,LAND UNDER WATER HARLEM  AND HUDSON RIVERS,Lynn,2021/6/2,
6005290f9f41a1ac7533c217e0b4078d,PARCELNAME,L.U.W. ROBINSON AVENUE,LAND UNDER WATER ROBINSON AVENUE,Lynn,2021/6/2,
5ef6f092f5d0be038d07e13900831a14,PARCELNAME,L.U.W. UNDER BROOKLYN BRIDGE,LAND UNDER WATER UNDER BROOKLYN BRIDGE,Lynn,2021/6/2,
8b75707566ec67b95d532500fbe8f26a,PARCELNAME,L.U.W. UNDER BROOKLYN BRIDGE,LAND UNDER WATER UNDER BROOKLYN BRIDGE,Lynn,2021/6/2,
a741bf0954711f5afa1d8d22e296bbe0,PARCELNAME,L.U.W.EAST RIVER BUTTRICK AVENUE,LAND UNDER WATER EAST RIVER BUTTRICK AVENUE,Lynn,2021/6/2,
364978eeb773afe9995189ebe98d8334,PARCELNAME,LA TOURETTE PARK. AND  GOLF COURSE,LA TOURETTE PARK AND  GOLF COURSE,Lynn,2021/6/2,
eb4eba9b65725c7b1a5825263d280543,PARCELNAME,LA TOURETTE PARK. AND  GOLF COURSE,LA TOURETTE PARK AND  GOLF COURSE,Lynn,2021/6/2,
5b8f2408f46fb124548ec363e69dcf85,PARCELNAME,LATOURETTE PARK AND GOLF COURSE,LA TOURETTE PARK AND  GOLF COURSE,Lynn,2021/6/2,
5cb5a4bc7c839bbc312ca57fd643e812,PARCELNAME,LOUIS D. BRANDEIS HS AND PLG,LOUIS D. BRANDEIS HS AND PLAYGROUND,Lynn,2021/6/2,
4deddfbb6ea5292cef1fa286331ec6ee,PARCELNAME,LOUIS H. PINK HOUSES AND SENR CR,LOUIS H. PINK HOUSES AND SENIOR CENTER,Lynn,2021/6/2,
025b99750360c0791ea2c1e78211b554,PARCELNAME,LT MEYRAN AND BELLEW EDUC COMPLX,LT MEYRAN AND BELLEW EDUCATIONAL COMPLEX,Lynn,2021/6/2,
d39a6ed4e10fe51e0d7ee8d981c15761,PARCELNAME,MANHATTAN CTR FOR MATH AND SCIENCE HS,MANHATTAN CENTER FOR MATH AND SCIENCE HS,Lynn,2021/6/2,
217a7ec9e9e60c4a37bdfba9401567c7,PARCELNAME,MARINERS HARBOR HOUSES AND SENR CR,MARINERS HARBOR HOUSES AND SENIOR CENTER,Lynn,2021/6/2,
0160118e8d5044c0e207f0de58c8ad08,PARCELNAME,MARINERS HARBOR HOUSES.PLAYGROUND,MARINERS HARBOR HOUSES PLAYGROUND,Lynn,2021/6/2,
e5a8a3a834a1e4dd73a2ca77b206c54e,PARCELNAME,MARINERS HARBOR HOUSES.PLAYGROUND,MARINERS HARBOR HOUSES PLAYGROUND,Lynn,2021/6/2,
a4e53e1a6f222386d185c4f857fe3b63,PARCELNAME,N RIVER WPCP /DOS MAR TNSF STATION,N RIVER WPCP /DOS MARINE TRANSFER STATION,Lynn,2021/6/2,
5fcaf25b05487cc7b7c32cf21d5b5870,PARCELNAME,NEW 123RD ST. BLOCK ASSOC. GARDEN,NEW 123RD ST. BLOCK ASSOCIATION GARDEN,Lynn,2021/6/2,
bdc4fe0fa153ca01d3475dc7ee07cb13,PARCELNAME,NEW 123RD ST. BLOCK ASSOC. GARDEN,NEW 123RD ST. BLOCK ASSOCIATION GARDEN,Lynn,2021/6/2,
eb189eccb48d8081a6b54a0a152fa33f,PARCELNAME,NEW DORP HS AND AF,NEW DORP HS AND ATHELETIC FIELD,Lynn,2021/6/2,
6c67e057b22e809b1d5608bd27897a8a,PARCELNAME,NEW UTRECHT STA.HOUSE 15TH AVENUE,NEW UTRECHT STATION HOUSE 15TH AVENUE,Lynn,2021/6/2,
06fc7f7ab98b429e552c9f5294fc441c,PARCELNAME,NYPD 50TH PCT.EMS ST.50,NYPD 50TH PRECINCT STATION HOUSE AND EMS STATION 50,Lynn,2021/6/2,
0a7786bb7de9cbaaeda578082e476c1a,PARCELNAME,NYPD104TH PRECINCT,NYPD 104TH PRECINCT STATION HOUSE,Lynn,2021/6/2,
4f71fa2861b2bbea629792ca1a17412b,PARCELNAME,OCEAN BAY APARTS. AND  PLAYGROUND,OCEAN BAY APARTMENTS AND  PLAYGROUND,Lynn,2021/6/2,
6b24d5d9352bc6e6950a44f92c04d4c4,PARCELNAME,OCEAN BAY APARTS. AND  PLAYGROUND,OCEAN BAY APARTMENTS AND  PLAYGROUND,Lynn,2021/6/2,
50b5ecebcecbfe96633a5bdd74791794,PARCELNAME,OFF STREET PARKING FOR 32PRECINCT,OFF STREET PARKING FOR 32 PRECINCT,Lynn,2021/6/2,
d59e2974ef1cef0f7c4e29dcaa712b5a,PARCELNAME,OFF STREET PARKING FOR 75PRECINCT,OFF STREET PARKING FOR 75 PRECINCT,Lynn,2021/6/2,
dd80fc98d7f680cee9fe061e6ede2d23,PARCELNAME,OFF STREET PARKING FOR 75PRECINCT,OFF STREET PARKING FOR 75 PRECINCT,Lynn,2021/6/2,
7d972371e715b94cb6103106d84f07c1,PARCELNAME,OFF STREET PARKING FOR 75PRECINCT,OFF STREET PARKING FOR 75 PRECINCT,Lynn,2021/6/2,
98af3af3d032e4b2765ec7427fd51443,PARCELNAME,OFF STREET PARKING FOR 75PRECINCT,OFF STREET PARKING FOR 75 PRECINCT,Lynn,2021/6/2,
bff1a7be6b382d6ac44c09f81658901a,PARCELNAME,OLD 73PRECINCT OFF STREET PARKING,OLD 73 PRECINCT OFF STREET PARKING,Lynn,2021/6/2,
43605990dd67d52a349019355fbe346e,PARCELNAME,OLD 83PRECINCT OFF STREET PARKING,OLD 83 PRECINCT OFF STREET PARKING,Lynn,2021/6/2,
f0a0546982e3756086dce3914fd4aff7,PARCELNAME,OLD 83PRECINCT OFF STREET PARKING,OLD 83 PRECINCT OFF STREET PARKING,Lynn,2021/6/2,
c2649d085a907a3dbd158e34a6ccc51d,PARCELNAME,OLD 83PRECINCT OFF STREET PARKING,OLD 83 PRECINCT OFF STREET PARKING,Lynn,2021/6/2,
99498243740123bab98da6e4ac2c870a,PARCELNAME,OLD 83PRECINCT OFF STREET PARKING,OLD 83 PRECINCT OFF STREET PARKING,Lynn,2021/6/2,
6c19e903c73e33fbc786d3f4e844a6d6,PARCELNAME,OLD 83PRECINCT OFF STREET PARKING,OLD 83 PRECINCT OFF STREET PARKING,Lynn,2021/6/2,
3acf6846f08e22a79ca2df5da73bd231,PARCELNAME,OLD 83PRECINCT OFF STREET PARKING,OLD 83 PRECINCT OFF STREET PARKING,Lynn,2021/6/2,
82f213301dbf1a70d841b5db6fcaaf31,PARCELNAME,OLD 83PRECINCT OFF STREET PARKING,OLD 83 PRECINCT OFF STREET PARKING,Lynn,2021/6/2,
076cae869aa5c7bb85bf480568654da7,PARCELNAME,OLD 83PRECINCT OFF STREET PARKING,OLD 83 PRECINCT OFF STREET PARKING,Lynn,2021/6/2,
051312609854f26faf43a9d394780511,PARCELNAME,OLD 83PRECINCT OFF STREET PARKING,OLD 83 PRECINCT OFF STREET PARKING,Lynn,2021/6/2,
92c927b2853ca8a1aff4c7d49f5f846d,PARCELNAME,OLD 83PRECINCT OFF STREET PARKING,OLD 83 PRECINCT OFF STREET PARKING,Lynn,2021/6/2,
81f02c2b9604849037089b0e0ba2c95f,PARCELNAME,OLD 83PRECINCT OFF STREET PARKING,OLD 83 PRECINCT OFF STREET PARKING,Lynn,2021/6/2,
dce65ae34bb09c1239f8fdb41add098d,PARCELNAME,OLD 83PRECINCT OFF STREET PARKING,OLD 83 PRECINCT OFF STREET PARKING,Lynn,2021/6/2,
6d241bc8ce0e7c7514dbf12aeee9c3bf,PARCELNAME,OLD 83PRECINCT OFF STREET PARKING,OLD 83 PRECINCT OFF STREET PARKING,Lynn,2021/6/2,
92af2a1c1118e0a1f31f458e8fb56994,PARCELNAME,OLD 83PRECINCT OFF STREET PARKING,OLD 83 PRECINCT OFF STREET PARKING,Lynn,2021/6/2,
a2f12ca08a46dca4ae08f276a96b9d29,PARCELNAME,P.D. 105TH PRECINCT STATION HOUSE,NYPD 105TH PRECINCT STATION HOUSE,Lynn,2021/6/2,
9961f1f465127e63559fba9aa0a78d51,PARCELNAME,P.D. 106TH PRECINCT STATION HOUSE,NYPD 106TH PRECINCT STATION HOUSE,Lynn,2021/6/2,
8fb0fc17c54af050f836cf08ab7a18d8,PARCELNAME,P.D. 109TH PRECINCT STATION HOUSE,NYPD 109TH PRECINCT STATION HOUSE,Lynn,2021/6/2,
5e2d354b189d56a640040845de86000c,PARCELNAME,P.D. 110TH PRECINCT STATION HOUSE,NYPD 110TH PRECINCT STATION HOUSE,Lynn,2021/6/2,
2076841dbc9f84782432df633b03eb7a,PARCELNAME,P.D. 111TH PRECINCT STATION HOUSE,NYPD 111TH PRECINCT STATION HOUSE,Lynn,2021/6/2,
1f475244284ece11a6d9f383f541551b,PARCELNAME,P.D. 113TH PRECINCT STATION HOUSE,NYPD 113TH PRECINCT STATION HOUSE,Lynn,2021/6/2,
d3b304cb64ef863c56faa5a22090cd3b,PARCELNAME,P.D. 76TH PRECINCT STATION HOUSE,NYPD 76TH PRECINCT STATION HOUSE,Lynn,2021/6/2,
314656a16a9f9bdcd73399d7e324462b,PARCELNAME,PARKING FOR 75PRECINCT PERSONNEL,PARKING FOR 75 PRECINCT PERSONNEL,Lynn,2021/6/2,
59ca931a6e314031cb9e17bcaa95a860,PARCELNAME,PAUL ROBESON HS OF BUS AND TECH,PAUL ROBESON HS OF BUSINESS AND TECHNOLOGY,Lynn,2021/6/2,
65b0c2eaa987fd30b31df5228f164658,PARCELNAME,PFC THOMAS NORTON MEN PLAYGROUND,PFC THOMAS NORTON MEMORIAL PLAYGROUND,Lynn,2021/6/2,
