dcas_ipis_uid,field,old_value,new_value,editor,date,notes
14ae8b4e1b1f6d29c437f9ff3615f865,PARCELNAME,ARROW COMM GARDEN AND PLAYGROUND,ARROW COMMUNITY GARDEN AND PLAYGROUND,Lynn,2021/6/2,
8c45fd07cf26349247fa0500a2f0cccd,PARCELNAME,ASSER LEVY PARK. AND  AQUARIUM,ASSER LEVY PARK AND AQUARIUM,Lynn,2021/6/2,
92154dde55fdec4c59bce7f3c7aa8f7e,PARCELNAME,ASSER LEVY PARK. AND  AQUARIUM,ASSER LEVY PARK AND AQUARIUM,Lynn,2021/6/2,
67cab61d568feaea0aaca5dd5feccf53,PARCELNAME,ASSER LEVY RECREATION CTR AND PARK,ASSER LEVY RECREATION CENTER AND PARK,Lynn,2021/6/2,
8074e16fa0d8ee67e4c5ab6da0bab69c,PARCELNAME,ASTORIA HTS REC PARK AND JHS10 PLAYGROUND,ASTORIA HEIGHTS REC PARK AND JHS 10 PLAYGROUND,Lynn,2021/6/2,
80ffc56a4851a559b60f61b90882bddc,PARCELNAME,ASTORIA HTS REC PARK AND JHS10 PLAYGROUND,ASTORIA HEIGHTS REC PARK AND JHS 10 PLAYGROUND,Lynn,2021/6/2,
ce9f97ad18a5937e82f085b33bee5f6f,PARCELNAME,B. BUTLER HOUSES/WM HODSON SC,B. BUTLER HOUSES/WM HODSON SENIOR CENTER,Lynn,2021/6/2,
36e5b312810d65ddf8ea96cfab4f39ee,PARCELNAME,BENJAMIN N. CARDOZA HS AND AF,BENJAMIN N. CARDOZA HS AND ATHLETIC FIELD,Lynn,2021/6/2,
9f096b2b579bab4ae2651df8560b6298,PARCELNAME,BERGEN ST DEPOT AND SHOPS,BERGEN STREET DEPOT AND SHOPS,Lynn,2021/6/2,
987690b2b378496c64b9696d6681bfc0,PARCELNAME,BERNARD DOWNING PLAYGROUND LUTHER GU,BERNARD DOWNING/LUTHER GULICK PLAYGROUND,Lynn,2021/6/2,
40bec348c9dd5af4158747cd6dfc8a5d,PARCELNAME,BET. E 37TH AND E 38TH STS,BETWEEN E 37TH AND E 38TH STREETS,Lynn,2021/6/2,
99c7d36d92b759cd1df18a31dc177033,PARCELNAME,BET. E 37TH AND E 38TH STS,BETWEEN E 37TH AND E 38TH STREETS,Lynn,2021/6/2,
61d5431c17f71c578fd3c5e5088aaa0e,PARCELNAME,BMT ELEVATED STATION AND ROW/,BMT ELEVATED STATION AND RIGHT OF WAY,Lynn,2021/6/2,
8aa10f9f2e1332883a1a289f9cdc9c7d,PARCELNAME,BMT NEWKIRK PLAZA STATION R.O.W,BMT NEWKIRK PLAZA STATION RIGHT OF WAY,Lynn,2021/6/2,
bd2d75283067cf5873a2903c368cadfa,PARCELNAME,BMT ROW AND LIRR BAYRIDGE ROW,BMT ROW AND LIRR BAYRIDGE RIGHT OF WAY,Lynn,2021/6/2,
7a5e87cf51ae2fd78f0a757b5fca13c4,PARCELNAME,BMT SEA BEACH LINE STATION R.O.W,BMT SEA BEACH LINE STATION RIGHT OF WAY,Lynn,2021/6/2,
a421a4057116cdd5591090095226eadf,PARCELNAME,BORDEN AVENUE BR. STRUCTURE,BORDEN AVENUE BRIDGE STRUCTURE,Lynn,2021/6/2,
c2a9b2e20c1fc4265ecd91ae8ea5832b,PARCELNAME,BRONX RIVER HOUSES/NEIGHBORHD SC,BRONX RIVER HOUSES/NEIGHBORHOOD SENIOR CENTER,Lynn,2021/6/2,
7612eae800bac564f112d5fd4c223ede,PARCELNAME,BRONX SCHOOL FOR LAW GOVT AND JUSTI,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",Lynn,2021/6/2,
264ad0a2abcd30fa210bdc44f2a9abf1,PARCELNAME,BROOKLYN BRIDGE APP/VAULTED SPACE,BROOKLYN BRIDGE APPROACH/VAULTED SPACE,Lynn,2021/6/2,
8e4f0d2e12843ef63eb1ade6c2085e35,PARCELNAME,BROOKLYN EAST PROPERTY PRPTY MGMT,BROOKLYN EAST PROPERTY MANAGEMENT,Lynn,2021/6/2,
06a7b62cb65f964441389b0901dfa6e6,PARCELNAME,BROOKLYN FLD OFF/SVU CHILD ABUSE SQD,BROOKLYN FIELD OFFICE/SVU CHILD ABUSE SQUAD,Lynn,2021/6/2,
c7957890ff7ce7e46043014e66e4ed12,PARCELNAME,BROOKLYN FLD OFF/SVU CHILD ABUSE SQD,BROOKLYN FIELD OFFICE/SVU CHILD ABUSE SQUAD,Lynn,2021/6/2,
377022a47dc52b7d70825552cbc5a51c,PARCELNAME,BUSHWICK 2.(GROUPS..B. AND .D),BUSHWICK 2 (GROUPS B AND D),Lynn,2021/6/2,
20b2d210c6ab6d802f5eea44dfeacead,PARCELNAME,BUSHWICK HS AND PLAYGROUND(JOP),BUSHWICK HS AND PLAYGROUND (JOP),Lynn,2021/6/2,
ba9a32cd7cf2ee67f9325a9e80799664,PARCELNAME,BUSHWICK HS AND PLAYGROUND(JOP),BUSHWICK HS AND PLAYGROUND (JOP),Lynn,2021/6/2,
44b439ccf6255d2b9c4ec736ded875ce,PARCELNAME,BUSHWICK.2 (GROUPS B AND D),BUSHWICK 2 (GROUPS B AND D),Lynn,2021/6/2,
e45078eab744510265bade10ab145dee,PARCELNAME,BWSO BROOKLYN SOUTH WTR/SWR REPAIR,BWSO BROOKLYN SOUTH WATER/SEWER REPAIR,Lynn,2021/6/2,
2240b5ef8ba4480d7fed39a43d10d0e0,PARCELNAME,BWSO BROOKLYN WATER/SEWER MAINT YARD,BWSO BROOKLYN WATER/SEWER MAINTENANCE YARD,Lynn,2021/6/2,
ec1dd948ba4c90a108914892ee970d31,PARCELNAME,BWSO QUEENS WTR/SWR REPAIR YARD,BWSO QUEENS WATER/SEWER REPAIR YARD,Lynn,2021/6/2,
22c6b7a71a0b821081d58193b65c549e,PARCELNAME,BWSO STATEN ISLAND REPAIR YD/BLUBLT OFC,BWSO STATEN ISLAND REPAIR YARD/BLUE BELT OFFICE,Lynn,2021/6/2,
8cb6644d3fcd652f37c8097dc6af642f,PARCELNAME,BWSO WATER SEWER AND REPAIR FAC,BWSO WATER SEWER AND REPAIR FACILITY,Lynn,2021/6/2,
46a0ab0612e938569345ff1f388f5e95,PARCELNAME,C. DREW ELC 3 AND T. JACKSON SC,C. DREW ELC 3 AND T. JACKSON SENIOR CENTER,Lynn,2021/6/2,
bfb2569700228ca84f56dcf096900093,PARCELNAME,C. DREW ELC 3 AND T. JACKSON SC,C. DREW ELC 3 AND T. JACKSON SENIOR CENTER,Lynn,2021/6/2,
ffa6576be4720b016d93443db0c90018,PARCELNAME,C.A.B. E. ROB MOORE HOUSES AND SC,C.A.B. E. ROB MOORE HOUSES AND SENIOR CENTER,Lynn,2021/6/2,
1d847f068999207d2637cba7bfc60f37,PARCELNAME,CASSIDY-LAFAYTE HOUSES AND  COLES SC,CASSIDY-LAFAYTE HOUSES AND  COLES SENIOR CENTER,Lynn,2021/6/2,
04fd6eefa294270888e128e6117310a8,PARCELNAME,CHINATOWN PC DCC AND  OPEN DOOR SR,CHINATOWN PC DCC AND  OPEN DOOR SENIOR CENTER,Lynn,2021/6/2,
583d2e991a0e718fa1e5d91d6ca3104d,PARCELNAME,CHINATOWN PC DCC AND  OPEN DOOR SR,CHINATOWN PC DCC AND  OPEN DOOR SENIOR CENTER,Lynn,2021/6/2,
8a331097a74b87ce05665ac308888adb,PARCELNAME,CHINATOWN PC DCC AND  OPEN DOOR SR,CHINATOWN PC DCC AND  OPEN DOOR SENIOR CENTER,Lynn,2021/6/2,
ad7f3e1b7e9a28f164076a9c54e63afd,PARCELNAME,CHRIS COLUMBUS HS AND ATHLETIC FIELD,CHRISTOPHER COLUMBUS HS AND ATHLETIC FIELD,Lynn,2021/6/2,
079dd077a6d49eb812d34bb139604926,PARCELNAME,CITIZENS FOR A BETTER COMM PARK,CITIZENS FOR A BETTER COMMUNITY PARK,Lynn,2021/6/2,
7b699236ae72fffbfaa37ace9378df2c,PARCELNAME,CLEMENT CLARKE MOORE HMSTED PARK,CLEMENT CLARKE MOORE HOMESTEAD PARK,Lynn,2021/6/2,
94308027f7fa10c3cbcbb807431d874e,PARCELNAME,COL DAVID MARCURS MEM PLAYGROUND,COL DAVID MARCUS MEMORIAL PLAYGROUND,Lynn,2021/6/2,
49866ae455baa3cbf9f01e493fd29b72,PARCELNAME,COL DAVID MARCUS MEM. PLAYGROUND,COL DAVID MARCUS MEMORIAL PLAYGROUND,Lynn,2021/6/2,
9fecfcda5c5a266ef7116c248432b6b6,PARCELNAME,COL. DAVID MARCUS MEM PLAYGROUND,COL DAVID MARCUS MEMORIAL PLAYGROUND,Lynn,2021/6/2,
0345960371cb8eb2c3afc4d4f55bc8bd,PARCELNAME,COMM EUGENE S SARSFIELS PLAYGROUND,COMMANDER EUGENE S. SARSFIELD PLAYGROUND,Lynn,2021/6/2,
4812c3802d34e0f8f4e64c96d869b0e8,PARCELNAME,CONWAY ST STORAGE AND PRKNG FAC,CONWAY STREET STORAGE AND PARKING FACILITY,Lynn,2021/6/2,
9ecfdba7bf2184ea0110db862700f25e,PARCELNAME,CRYSTATION WELLS BL ASSOC GARDEN,CRYSTAL WELLS BLOCK ASSOCIATION GARDEN,Lynn,2021/6/2,
9850fefaf3cda6f766845599b52468b8,PARCELNAME,CTRAL REPAIR SHOP AND DISTR GRGS,CENTRAL REPAIR SHOP AND DISTRICT GARAGES,Lynn,2021/6/2,
42543209ba64b08b47f2c36932a7dec1,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
4281ca695ec0b8b95e6d13d94388c077,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
4e5a208cbc6fa76a5e2ede08641ee948,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
639ed440867521dd9df296d190b2537b,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
7476c09ac4b4ae5665bb33eb22b050d8,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
7c0433e252cc7f35db4da3630bc269b9,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
8e57450a951cdb076e208792f9ac4852,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
8ef8df72f8fdd7baf17ef219bfd97b49,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
9cd1ac9d4574d05cbf9a455607616b94,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
a7fba2dadf6a5e3fbf9e0fdf22945547,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
cacba5b261bfd5ee63f2efea1d108564,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
d12057c6f44afe7df76233dfb63f3dc7,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
d434019724292ba6e5e874070bab0c8d,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
d72571c939fece4c52b3f2203e5fe0ff,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
dc4642be04b79bf6e11c3c7c443023a0,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
0b1e8b88ffa460c21e6798a8f13d9b2b,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
159b4be694f0c5ff506d2d4bdb000928,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
162689c555b6e7a6f9b8365fcd078a25,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
26ec1dcf57e7b22395702c5ad7a4fe5b,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
2793a6e69aa677d0b8ff4601b3ab1b4a,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
28257277cc5cccb533e1639b960b6ca5,PARCELNAME,DAVID N. DINKINS MANHATTAN MUNI BLDG,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,Lynn,2021/6/2,
1420981957aa1fd339b7e6c2e2983c3f,PARCELNAME,DAVIDSON AVENUE COMM CTR-STL TNT,DAVIDSON AVENUE COMMUNITY CENTER-STL TNT,Lynn,2021/6/2,
b418a0ffe900535c85105e1aac0320e0,PARCELNAME,DAVIDSON AVENUE COMM PLAYGROUND,DAVIDSON AVENUE COMMUNITY  PLAYGROUND,Lynn,2021/6/2,
ce5f18b2047baf47451c5112dc1cbfb1,PARCELNAME,DAVIDSON AVENUE COMM. GARDENERS,DAVIDSON AVENUE COMMUNITY GARDENERS,Lynn,2021/6/2,
b1f154bc3542952f012394b4f65112d6,PARCELNAME,DEWITT CLINTON AND BRONX SCI HS'S,DEWITT CLINTON AND BRONX SCIENCE HS'S,Lynn,2021/6/2,
e391f9b37f6a3b2a2cd3f3f036a7df6b,PARCELNAME,DOS BRONX 1 3 AND 4 GARAGES,"DOS BRONX, 1 3 AND 4 GARAGES",Lynn,2021/6/2,
29a6226e1e1b3a5b82901d2e0c66d315,PARCELNAME,DR BETANCES  2 AND 3,BETANCES II AND III,Lynn,2021/6/2,
43652435cd26ce475723e6a031996f66,PARCELNAME,DR BETANCES 2 AND 3 HOUSES,BETANCES II AND III HOUSES,Lynn,2021/6/2,
86a4876053c87068a6859ed1cae8714d,PARCELNAME,DR BETANCES 4 AND 5 HOUSES,BETANCES IV AND V HOUSES,Lynn,2021/6/2,
60980b9babe360dcdab82f2a90215265,PARCELNAME,DR. BETANCES 4 AND 5 HOUSES,BETANCES IV AND V HOUSES,Lynn,2021/6/2,
0a39e932d53695883d74acbd6d281c14,PARCELNAME,DR.BETANCES 4 AND 5 HOUSES,BETANCES IV AND V HOUSES,Lynn,2021/6/2,
7eec1fc77af719f351f07f444be85732,PARCELNAME,DYRE AVENUE ROW,DYRE AVENUE RIGHT OF WAY,Lynn,2021/6/2,
c121aabf1438e5fc2017bb4bff0a8a54,PARCELNAME,E N Y VOCATIONAL HS PLAYGROUND,EAST NEW YORK VOCATIONAL HS PLAYGROUND,Lynn,2021/6/2,
a8260ddb87670f070ba81fab1ba08275,PARCELNAME,E N Y VOCATIONAL HS PLAYGROUND,EAST NEW YORK VOCATIONAL HS PLAYGROUND,Lynn,2021/6/2,
5cd974abcb79e73b859270b16ed82eda,PARCELNAME,EAST 165TH.ST.BRYANT AVENUE,EAST 165TH STREET - BRYANT AVENUE,Lynn,2021/6/2,
8acf6660d6d670eb29abadc02b506371,PARCELNAME,EAST 173RD ST.-VYSE AVENUE,EAST 173RD STREET - VYSE AVENUE,Lynn,2021/6/2,
a394b378e131cdc3279dd14a51b0d033,PARCELNAME,EAST 173RD ST.-VYSE AVENUE,EAST 173RD STREET - VYSE AVENUE,Lynn,2021/6/2,
c370924f6fdab0c4399b695957d72288,PARCELNAME,EAST 180TH ST-MONTEREY AVENUE,EAST 180TH ST - MONTEREY AVENUE,Lynn,2021/6/2,
506e6cdcd612c920f52b26d34dab94b4,PARCELNAME,EAST 180TH ST.- MONTEREY AVENUE,EAST 180TH ST - MONTEREY AVENUE,Lynn,2021/6/2,
a88e72e9ee076e2232d16ce7336172a4,PARCELNAME,EAST 180TH ST.- MONTEREY AVENUE,EAST 180TH ST - MONTEREY AVENUE,Lynn,2021/6/2,
940e12594c2260836caae515ad9deaa5,PARCELNAME,EDGEMERE URA  (P/O 58 AND 59),EDGEMERE URBAN RENEWAL AREA  (P/O 58 AND 59),Lynn,2021/6/2,
19b458328b5626b657b58dc5f2ff8ded,PARCELNAME,EDGEMERE URA SITE #86 AND #87,EDGEMERE URBAN RENEWAL AREA SITE #86 AND #87,Lynn,2021/6/2,
2aa34999434ea729e07c5cf15a63e585,PARCELNAME,ENCLOSED AREA BENEATH BROOKLYN BR,ENCLOSED AREA BENEATH BROOKLYN BRIDGE,Lynn,2021/6/2,
6f0e519263b432d35d2658412003b0e8,PARCELNAME,ENG 245 LAD 161 BAT 43  PRECINCT 60,ENG 245 LAD 161 BAT 43  AND NYPD 60TH PRECINCT STATION HOUSE,Lynn,2021/6/2,
ff93682eed3163456550793bd18e439d,PARCELNAME,ENG 245 LAD 161 BAT 43  PRECINCT 60,ENG 245 LAD 161 BAT 43  AND NYPD 60TH PRECINCT STATION HOUSE,Lynn,2021/6/2,
39a359047d89e87803c2d990f4ae3b0e,PARCELNAME,ENG 46  LAD 27  48 PRECINCT,ENG 46  LAD 27  AND NYPD 48TH PRECINCT STATION HOUSE,Lynn,2021/6/2,
bc25847dccaeddc2099da1bdd11f278e,PARCELNAME,ENG 46  LAD 27  48 PRECINCT,ENG 46  LAD 27  AND NYPD 48TH PRECINCT STATION HOUSE,Lynn,2021/6/2,
794f418c2ec3d632088416a2cdcce4f9,PARCELNAME,ENG 8 LAD 2 BAT 8/ NYPD 17 PRECINCT,ENG 8 LAD 2 BAT 8 AND NYPD 17TH PRECINCT STATION HOUSE,Lynn,2021/6/2,
c942d3148964d0d5ee932195ef39a9cc,PARCELNAME,ENG 8 LAD 2 BAT 8/ NYPD 17 PRECINCT,ENG 8 LAD 2 BAT 8 AND NYPD 17TH PRECINCT STATION HOUSE,Lynn,2021/6/2,
229e583db37bab5c279a9e9be591e3f9,PARCELNAME,ENG.248  67 PRECINCT,ENG 248 AND NYPD 67TH  PRECINCT STATION HOUSE,Lynn,2021/6/2,
ae12066b3cf5e83ae0734cbeeeefaf40,PARCELNAME,ENG.248  67 PRECINCT,ENG 248 AND NYPD 67TH  PRECINCT STATION HOUSE,Lynn,2021/6/2,
2669819c190b236cb215cce6086a4bc2,PARCELNAME,ENG76 LAD22 BAT11/NYPD 24 PRECINCT,ENG 76 LAD 22 BAT 11 AND NYPD 24TH PRECINCT STATION HOUSE,Lynn,2021/6/2,
636663ac25ba2489d1209bcfcf56898c,PARCELNAME,ENG76 LAD22 BAT11/NYPD 24 PRECINCT,ENG 76 LAD 22 BAT 11 AND NYPD 24TH PRECINCT STATION HOUSE,Lynn,2021/6/2,
8f1f5c8f46995f55f12a3bfbd1d8d6e2,PARCELNAME,ENY VOC AND TECH H.S,EAST NEW YORK VOCATIONAL AND TECHNICAL  HS,Lynn,2021/6/2,
782c9bfc956224a7f196b9837fa17e00,PARCELNAME,ESPLANADE AND PEDESTRIAN EASEMTS,ESPLANADE AND PEDESTRIAN EASEMENTS,Lynn,2021/6/2,
b8ad196a8df5194bd0242e919e8ba2be,PARCELNAME,F. H. LAGUARDIA HOUSES ADD AND SC,F. H. LAGUARDIA HOUSES ADDITION AND SENIOR CENTER,Lynn,2021/6/2,
fd1f7edb82cc5d28463cc7ca3a378d6b,PARCELNAME,FAR ROCKAWAY HS AND ATHLETIC FLD,FAR ROCKAWAY HS AND ATHLETIC FIELD,Lynn,2021/6/2,
ece5932bba52df9a67b45988621824e8,PARCELNAME,FD ROOSEVELT BOARDWALD AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
7cdd80f529dea6dbe24f33e5ba3dd900,PARCELNAME,FD ROOSEVELT BOARDWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
444e80ec4cc288eb52d13bf4eaa57fec,PARCELNAME,FD ROOSEVELT BOARDWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
1e7a4b4b24d3ea636deaf2b5563fd5ee,PARCELNAME,FD ROOSEVELT BOARDWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
32f91c5938192d9554a3e95479445eb5,PARCELNAME,FD ROOSEVELT BOARDWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
ec7444a8269180e325b69d470b21facd,PARCELNAME,FD ROOSEVELT BOARDWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
6c02aaad13a0928f111a6f25fa0e01e7,PARCELNAME,FD ROOSEVELT BOARDWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
d5720a7bd53b1b3abbf760f0c37ce017,PARCELNAME,FD ROOSEVELT BOARDWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
34328a6325d56ed4a21c7d78d79cfaa6,PARCELNAME,FD ROOSEVELT BOARDWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
62ee0387a7d7da557b0f022b2d7ac303,PARCELNAME,FD ROOSEVELT BOARDWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
fbc1e907770d17d6a7d0009862b09f12,PARCELNAME,FD ROOSEVELT BOARDWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
d5becbeedfa3cade868e1a6c58e4c57c,PARCELNAME,FD ROOSEVELT BOARDWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
5e318bd459730dc57a2bd4ff5a63e5f6,PARCELNAME,FD ROOSEVELT BOARDWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
fcb669edd8730f215d747d7359e5923e,PARCELNAME,FD ROOSEVELT BOARDWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
30d3116682a985c5f9a63b906372a3bd,PARCELNAME,FD ROOSEVELT BOARDWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
84961c68d550fafbbc0004d85199c07b,PARCELNAME,FD ROOSEVELT BOARDWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
e9295ed8bf97f93e19ea6118f31c2e50,PARCELNAME,FD ROOSEVELT BOARDWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
395722913d5fc6d29d74aff4632b02d5,PARCELNAME,FD ROOSEVELT BOARDWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
dfae4cc4430aa7f012984b207dca33dc,PARCELNAME,FD ROOSEVELT BOARDWALK AND BEACH,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,Lynn,2021/6/2,
